property_type,society,sector,price,price_per_sqrt,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,m3m capital,sector 113,2.57,15575.0,4,5,3+,25.0,New Property,2060.0,1,0,0,0,0,0,79,"28.5287° N, 77.0233° E",28.5287,77.0233
house,independent,sector 31,4.6,32258.0,2,2,2,2.0,Moderately Old,1426.0,0,0,0,0,0,1,0,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,tulip monsella,sector 53,5.6,19363.0,3,3,3+,1.0,Relatively New,2617.0,0,0,0,0,0,1,42,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10534.0,2,2,3,10.0,Relatively New,1100.0,0,0,0,0,0,1,49,"28.4750° N, 77.9715° E",28.475,77.9715
house,unitech espace,sector 50,7.42,34352.0,4,4,3,2.0,Old Property,3200.0,0,0,0,0,0,0,88,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,experion the heartsong,sector 108,2.29,8240.0,4,5,3+,8.0,Relatively New,2779.0,0,1,0,0,0,1,95,"28.5134° N, 77.9830° E",28.5134,77.983
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,4,2,16.0,Relatively New,1950.0,0,1,0,1,0,1,49,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,emaar gurgaon greens,sector 102,1.45,14179.0,3,3,3,10.0,Relatively New,1315.0,0,1,0,0,0,1,165,"28.4750° N, 77.9715° E",28.475,77.9715
flat,m3m skywalk,sector 74,2.2,10901.0,3,3,3,12.0,New Property,1826.0,1,0,0,0,0,0,15,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,signature signum 95a,sector 95,0.4,7782.0,2,2,2,3.0,New Property,571.0,0,0,0,0,0,1,44,"28.4172° N, 77.9081° E",28.4172,77.9081
house,international city by sobha phase 2,sector 109,9.5,26389.0,5,5,3+,2.0,Relatively New,3600.0,1,1,1,1,0,1,133,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,raheja atharva,sector 109,1.6,5319.0,4,1,0,0.0,New Property,3008.0,0,0,0,0,0,1,0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 25,4.31,31926.0,5,4,3,3.0,Old Property,1350.0,0,0,0,0,0,1,40,"28.4844° N, 77.0860° E",28.4844,77.086
flat,dlf the ultima,sector 81,2.3,10936.0,3,3,3+,19.0,Relatively New,1617.0,1,1,0,1,1,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,south city 1 floors,sector 41,3.4,11724.0,4,4,3,0.0,Old Property,2900.0,0,0,0,0,0,1,0,"28.4557° N, 77.0632° E",28.4557,77.0632
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5,5,2,2.0,Old Property,4518.0,0,0,0,0,0,1,49,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,capital residences 360,sector 70a,1.18,8137.0,2,2,3,7.0,New Property,1400.0,0,0,0,1,0,1,140,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,emaar digihomes,sector 62,4.25,26562.0,3,3,3,8.0,Under Construction,1600.0,1,0,0,0,0,1,16,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,shree vardhman victoria,sector 70,1.67,14384.0,3,5,3,5.0,Moderately Old,1527.0,0,1,0,0,0,1,108,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,kashish manor one,sector 111,1.65,7097.0,3,4,3+,14.0,Under Construction,2104.0,0,1,0,0,1,1,8,"28.5238° N, 77.0320° E",28.5238,77.032
flat,ss the leaf,sector 85,1.93,8075.0,3,4,3,7.0,Relatively New,2400.0,0,1,0,0,0,1,174,"28.4042° N, 77.9513° E",28.4042,77.9513
house,bhim garh kheri,sector 3,1.5,7576.0,7,2,0,1.0,Old Property,1980.0,0,0,0,0,0,1,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,breeze global heights,sector 33,0.4,6421.0,2,2,2,4.0,New Property,623.0,0,0,0,0,0,1,0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,emaar mgf emerald floors premier,sector 65,3.0,15189.0,4,4,3+,2.0,Relatively New,1975.0,0,1,0,0,0,1,87,"28.4030° N, 77.0690° E",28.403,77.069
flat,sobha city,sector 108,3.75,14938.0,3,3,2,16.0,New Property,2120.0,0,1,0,0,0,1,77,"28.5134° N, 77.9830° E",28.5134,77.983
flat,godrej air,sector 85,1.05,10603.0,2,2,1,15.0,Relatively New,97.0,0,0,0,0,0,1,45,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,green court,sector 90,0.5,8333.0,2,2,1,8.0,New Property,650.0,0,0,0,0,0,1,42,"28.4085° N, 77.9369° E",28.4085,77.9369
house,independent,sector 43,8.25,30556.0,5,6,3+,3.0,Moderately Old,2700.0,1,1,1,1,0,0,64,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,m3m heights,sector 65,1.9,13991.0,2,2,2,40.0,Relatively New,1358.0,0,0,0,0,0,1,48,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 13,1.5,11538.0,2,7,3,4.0,Moderately Old,1300.0,0,0,0,0,0,1,0,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,conscient heritage max,sector 102,1.82,9011.0,3,4,3+,12.0,Relatively New,1757.0,0,1,0,0,0,1,101,"28.4750° N, 77.9715° E",28.475,77.9715
flat,central park resort belgravia residences,sector 48,6.25,24300.0,3,5,3+,5.0,Moderately Old,3200.0,0,1,0,0,0,0,49,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,zara aavaas,sector 104,0.26,7807.0,1,1,2,0.0,Relatively New,301.0,0,0,0,0,0,1,91,"28.4788° N, 76.9960° E",28.4788,76.996
flat,om appartments,sector 3 phase 2,0.4,4444.0,3,2,1,3.0,Relatively New,1000.0,0,0,0,0,0,1,7,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1493.0,1,1,0,0,0,1,152,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 11,1.2,4444.0,7,3,0,3.0,Moderately Old,300.0,0,0,0,0,0,1,0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,godrej,sector 79,1.12,7146.0,2,2,3,6.0,Relatively New,1325.0,1,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,vipul lavanya,sector 81,1.28,7174.0,3,3,3,1.0,Moderately Old,1982.0,0,1,0,1,0,0,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,zara aavaas,sector 104,0.65,8519.0,3,2,2,7.0,New Property,848.0,0,0,0,0,0,1,65,"28.4788° N, 76.9960° E",28.4788,76.996
flat,conscient heritage max,sector 102,1.78,9218.0,3,4,3+,5.0,Moderately Old,1748.0,0,1,0,0,0,1,125,"28.4750° N, 77.9715° E",28.475,77.9715
flat,m3m heights,sector 65,1.95,16000.0,2,2,3,16.0,Under Construction,1141.0,0,0,0,0,0,1,44,"28.4030° N, 77.0690° E",28.403,77.069
flat,bestech altura,sector 79,1.9,8837.0,3,4,3,11.0,Under Construction,1946.0,0,0,0,0,0,1,96,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sagar apartment,sector 56,1.45,7250.0,3,3,3+,7.0,Old Property,1900.0,1,1,0,1,1,1,166,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,raisina residency,sector 59,5.0,13058.0,4,4,3+,13.0,Relatively New,4254.0,1,1,1,1,0,0,174,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,the lions cghs,sector 56,2.1,8750.0,3,4,3+,8.0,Old Property,2200.0,0,0,0,0,1,0,166,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 7,0.27,12000.0,2,2,1,2.0,Moderately Old,225.0,0,0,0,0,0,1,12,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,chintels paradiso,sector 109,2.0,7604.0,4,4,2,11.0,Relatively New,2380.0,0,1,0,1,0,1,64,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,adani m2k oyster grande,sector 102,1.9,9105.0,3,4,3,8.0,Relatively New,1710.0,0,1,0,0,0,1,165,"28.4750° N, 77.9715° E",28.475,77.9715
flat,sukhshanti apartment,sector 56,1.7,7727.0,3,3,3,4.0,Moderately Old,2200.0,1,0,0,0,0,1,49,"28.4245° N, 77.0991° E",28.4245,77.0991
house,eros rosewood villas,sector 49,2.75,19841.0,3,3,1,2.0,Old Property,1386.0,0,0,0,0,1,0,80,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ramprastha skyz,sector 37d,1.2,6000.0,3,2,1,9.0,Under Construction,1900.0,0,1,0,0,1,1,53,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,puri emerald bay,sector 104,2.45,10000.0,3,4,3+,14.0,Relatively New,2131.0,0,1,0,0,0,0,56,"28.4788° N, 76.9960° E",28.4788,76.996
house,unitech uniworld resorts,sector 33,8.5,17820.0,5,5,3+,3.0,New Property,4770.0,1,1,1,1,0,0,145,"28.4420° N, 77.0207° E",28.442,77.0207
house,independent,sector 43,2.15,13030.0,1,1,0,1.0,Moderately Old,1650.0,0,0,0,0,0,1,0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,vipul lavanya,sector 81,0.64,5261.0,2,2,3,12.0,Relatively New,1361.0,0,0,0,0,0,0,93,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,adani brahma samsara vilasa,sector 63,3.0,16666.0,3,3,3,3.0,New Property,2000.0,0,0,0,0,0,1,24,"28.3971° N, 77.0867° E",28.3971,77.0867
house,unitech espace,sector 50,10.3,31790.0,5,6,3+,3.0,Moderately Old,3240.0,1,1,1,1,0,0,160,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,bptp terra,sector 37d,1.75,7987.0,4,4,3,7.0,Relatively New,2100.0,0,0,0,0,1,0,120,"28.4478° N, 77.9703° E",28.4478,77.9703
house,independent,sector 105,1.15,3285.0,3,2,1,1.0,Moderately Old,3889.0,0,0,0,0,0,1,0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,independent,sector 49,4.45,15451.0,6,6,3,3.0,Moderately Old,2880.0,1,1,1,1,0,2,152,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ild grand,sector 37c,0.66,5038.0,2,2,3+,14.0,Relatively New,1310.0,0,0,0,0,0,1,60,"28.4515° N, 77.9882° E",28.4515,77.9882
flat,raheja navodaya,sector 92,0.85,4271.0,3,3,3,2.0,Relatively New,1801.0,0,0,0,0,0,1,100,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,uphaar homes,sector 105,0.45,4736.0,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,0,44,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,8.0,Relatively New,1466.0,0,0,1,0,0,1,119,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,central park resorts,sector 48,3.65,15240.0,3,3,3+,9.0,Relatively New,2395.0,0,0,0,0,1,0,157,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,paras dews,sector 106,1.32,5605.0,4,5,3+,11.0,Relatively New,1535.0,0,1,0,0,0,1,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,dlf the primus,sector 82a,2.55,11218.0,4,4,3+,14.0,Relatively New,2273.0,0,0,0,0,0,2,44,"28.3858° N, 77.9686° E",28.3858,77.9686
house,independent,sector 27,8.0,26298.0,9,9,3,4.0,Relatively New,3042.0,1,1,1,1,0,2,110,"28.4658° N, 77.0917° E",28.4658,77.0917
flat,bptp astaire gardens,sector 70a,1.7,8947.0,4,3,3,1.0,Relatively New,2111.0,0,0,0,0,0,0,49,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,godrej frontier,sector 80,1.4,6189.0,3,4,2,6.0,Moderately Old,1922.0,0,1,0,1,0,1,111,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,sare green parc phase 3,sector 92,0.95,4856.0,4,3,3,4.0,Moderately Old,1770.0,0,0,0,0,0,1,67,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,chanderlok society,sector 28,0.9,7234.0,4,2,3+,1.0,Old Property,1382.0,0,0,0,0,0,1,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,millenium bajrang society,sector 43,2.5,9433.0,4,4,3+,2.0,Relatively New,2398.0,0,0,0,0,0,0,94,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,tata primanti,sector 72,5.0,11111.0,4,4,3+,2.0,Moderately Old,4500.0,1,1,0,1,1,0,174,"28.4225° N, 77.0211° E",28.4225,77.0211
house,unitech nirvana birch court,sector 50,6.8,31481.0,4,4,3+,2.0,Old Property,2160.0,1,1,0,1,0,1,105,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,aipl the peaceful homes,sector 70a,2.4,11162.0,3,3,3,11.0,Relatively New,1946.0,0,1,0,0,0,1,108,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,dhoot time residency,sector 63,2.2,12813.0,3,4,3+,8.0,Moderately Old,1554.0,1,0,0,0,0,0,61,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,mapsko mount ville,sector 79,1.3,8024.0,3,3,2,6.0,Relatively New,1215.0,1,0,0,1,0,1,151,"28.3624° N, 76.9787° E",28.3624,76.9787
house,housing board colony,sector 28,5.5,30556.0,4,3,3,2.0,Old Property,1800.0,0,0,0,1,1,0,22,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,la vida by tata housing,sector 113,2.35,13352.0,3,4,3,3.0,Relatively New,1930.0,0,1,0,0,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,m3m the marina,sector 68,2.22,14322.0,3,2,3,4.0,Relatively New,1403.0,0,0,0,0,0,1,44,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,godrej air,sector 85,1.35,13632.0,2,2,3,19.0,Relatively New,102.0,0,0,0,0,0,1,44,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,dlf regency park,sector 28,1.91,16608.0,2,2,2,11.0,New Property,1278.0,0,0,0,0,0,2,98,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,bptp pedestal,sector 70a,1.9,9500.0,4,3,3,2.0,New Property,2111.0,0,0,1,0,0,1,133,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,huda housing board society,sector 52,0.45,9745.0,1,1,0,0.0,Moderately Old,513.0,0,0,0,1,0,0,43,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,conscient heritage max,sector 102,2.22,13875.0,3,4,3+,15.0,Relatively New,2000.0,1,1,0,0,0,1,82,"28.4750° N, 77.9715° E",28.475,77.9715
flat,supertech araville,sector 79,1.35,6940.0,3,3,3,4.0,Relatively New,2161.0,0,0,0,0,0,1,0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,shree krishna homes,sector 104,0.48,5556.0,2,2,1,1.0,New Property,795.0,1,0,0,1,1,1,44,"28.4788° N, 76.9960° E",28.4788,76.996
flat,parsvnath exotica,sector 53,5.0,17271.0,3,4,3+,8.0,Relatively New,2500.0,0,1,0,1,1,0,49,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,eldeco accolade,sector 33,1.2,8043.0,2,2,2,0.0,New Property,1492.0,0,0,0,0,0,1,56,"28.4420° N, 77.0207° E",28.442,77.0207
house,tata primanti,sector 72,8.5,13492.0,5,6,3+,10.0,Relatively New,6300.0,1,1,1,1,0,0,145,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,4.0,Relatively New,1493.0,0,1,0,0,0,0,83,"28.4750° N, 77.9715° E",28.475,77.9715
house,independent,sector 12,0.9,13333.0,2,4,0,2.0,Old Property,675.0,0,0,0,0,0,1,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,ireo the corridors,sector 67a,1.5,11111.0,2,2,2,10.0,Relatively New,1500.0,0,0,1,0,0,0,38,"28.3802° N, 77.0674° E",28.3802,77.0674
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,2167.0,0,1,0,0,0,1,174,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,la vida by tata housing,sector 113,1.65,10449.0,3,2,2,3.0,Relatively New,1420.0,0,0,0,0,0,1,49,"28.5287° N, 77.0233° E",28.5287,77.0233
house,independent,sector 38,3.5,24306.0,3,3,2,1.0,Relatively New,1440.0,0,0,0,0,0,1,0,"28.4347° N, 77.0430° E",28.4347,77.043
flat,krrish florence estate,sector 70,1.3,5600.0,3,3,3,17.0,Under Construction,1865.0,0,0,0,0,0,0,61,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,dlf new town heights,sector 86,1.55,6578.0,4,4,3+,12.0,Moderately Old,2038.0,0,1,0,1,0,0,120,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,ambience creacions,sector 22,3.2,11500.0,3,4,3+,2.0,New Property,2517.0,0,0,0,0,0,1,42,"28.5072° N, 77.0640° E",28.5072,77.064
flat,aipl club residences,sector 70a,1.27,9777.0,2,2,3+,24.0,Relatively New,1449.0,0,0,0,0,1,0,113,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,krisumi waterfall residences,sector 36a,2.2,14874.0,2,2,2,23.0,New Property,1338.0,0,0,0,0,0,1,15,"28.4147° N, 76.9780° E",28.4147,76.978
flat,siddhartha apartment,sector 110,1.1,4327.0,4,3,3,9.0,Relatively New,2824.0,0,1,0,0,1,1,22,"28.5145° N, 77.0197° E",28.5145,77.0197
house,bptp visionnaire,sector 70a,4.7,18008.0,4,4,3+,3.0,New Property,2610.0,0,0,0,0,1,1,35,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,dlf the crest,sector 54,11.0,35223.0,4,6,3,7.0,Relatively New,2826.0,0,1,0,0,0,2,125,"28.4348° N, 77.1089° E",28.4348,77.1089
house,experion windchants,sector 112,7.46,10260.0,4,4,3+,2.0,Relatively New,6350.0,0,1,0,1,0,0,62,"28.5282° N, 77.0176° E",28.5282,77.0176
house,independent,sector 26,6.0,33333.0,3,5,3+,3.0,Old Property,1800.0,0,0,0,0,0,0,9,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,godrej nature plus,sector 33,1.25,9025.0,2,2,3+,15.0,Under Construction,1539.0,0,0,0,0,0,1,44,"28.4420° N, 77.0207° E",28.442,77.0207
flat,emaar gurgaon greens,sector 102,1.39,8424.0,3,3,3,7.0,Relatively New,1493.0,0,1,0,0,0,0,21,"28.4750° N, 77.9715° E",28.475,77.9715
house,dlf pink town house,sector 24,1.9,3786.0,10,9,3+,3.0,Relatively New,5018.0,0,0,0,0,1,2,29,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,vatika lifestyle homes,sector 83,1.05,7500.0,3,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,0,106,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,signature global synera,sector 81,0.38,9500.0,1,1,2,3.0,Relatively New,444.0,0,0,0,0,0,1,43,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 105,0.38,8444.0,2,2,2,1.0,Moderately Old,56.0,0,0,0,0,0,1,0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,tulip white,sector 69,0.9,6787.0,3,2,3,6.0,Relatively New,1473.0,0,0,0,1,0,1,121,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,tulip violet,sector 69,1.36,8618.0,3,3,1,12.0,Relatively New,1291.0,0,0,0,1,0,1,95,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ss the leaf,sector 85,2.0,8305.0,3,4,3,8.0,Relatively New,2179.0,0,1,0,0,0,1,21,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,dlf belvedere towers,sector 25,3.7,17619.0,4,4,3,18.0,Old Property,2333.0,0,1,0,0,0,0,26,"28.4844° N, 77.0860° E",28.4844,77.086
flat,shree vardhman victoria,sector 70,1.15,8518.0,2,2,2,6.0,Relatively New,1500.0,1,0,0,0,0,1,85,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,emaar mgf emerald floors premier,sector 65,2.65,16060.0,3,3,3,5.0,Relatively New,1650.0,1,1,0,0,0,1,37,"28.4030° N, 77.0690° E",28.403,77.069
flat,ats triumph,sector 104,1.85,8078.0,3,4,3+,14.0,Relatively New,2072.0,1,1,1,1,0,1,117,"28.4788° N, 76.9960° E",28.4788,76.996
flat,m3m woodshire,sector 107,1.3,10815.0,3,3,3,7.0,Relatively New,1547.0,0,0,0,1,0,1,89,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,0,4.0,New Property,1423.0,0,0,0,0,0,1,61,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,tulip ivory,sector 70,5.0,10416.0,6,7,3+,0.0,Relatively New,5333.0,1,1,0,0,0,1,119,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10224.0,3,3,3,1.0,Relatively New,1531.0,0,0,0,0,0,1,100,"28.4750° N, 77.9715° E",28.475,77.9715
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3,3.0,Relatively New,2194.0,1,1,0,0,0,1,28,"28.4030° N, 77.0690° E",28.403,77.069
flat,ireo victory valley,sector 67,3.15,12846.0,3,4,3+,15.0,Relatively New,2219.0,0,1,0,1,0,0,149,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,vatika the seven lamps,sector 82,0.85,5979.0,2,2,2,9.0,Relatively New,1294.0,1,0,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
house,independent,sector 2,2.95,15989.0,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,1,27,"28.5095° N, 77.0320° E",28.5095,77.032
flat,park royal apartment,sector 56,1.71,7600.0,3,3,3+,5.0,Moderately Old,2251.0,0,1,0,0,0,0,118,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,central park 2 bellevue,sector 48,5.0,11627.0,3,4,3,14.0,Moderately Old,4778.0,0,0,0,0,0,1,82,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,umang winter hills,sector 77,1.0,7500.0,2,2,2,3.0,New Property,1489.0,0,0,0,0,0,1,74,"28.3901° N, 77.9845° E",28.3901,77.9845
flat,ss the coralwood,sector 84,1.1,5820.0,3,3,3+,12.0,Moderately Old,1710.0,0,0,0,0,0,0,104,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,pyramid urban,sector 67a,0.55,10516.0,2,2,2,3.0,Relatively New,581.0,0,0,0,0,0,1,73,"28.3802° N, 77.0674° E",28.3802,77.0674
flat,apex our homes,sector 37c,0.33,3567.0,2,2,1,3.0,Relatively New,850.0,0,0,0,0,0,0,158,"28.4515° N, 77.9882° E",28.4515,77.9882
flat,spaze privvy the address,sector 93,1.45,8033.0,3,4,2,12.0,Relatively New,1350.0,0,0,0,0,0,0,96,"28.4153° N, 76.9326° E",28.4153,76.9326
house,dlf new town heights,sector 86,2.5,7058.0,4,4,3+,3.0,Moderately Old,3400.0,1,1,1,1,0,0,142,"28.3986° N, 77.9384° E",28.3986,77.9384
house,independent,sector 57,7.25,26852.0,9,9,3+,2.0,New Property,2700.0,0,1,0,1,1,0,49,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,smart world orchard,sector 61,1.55,13478.0,2,2,1,3.0,Under Construction,1041.0,1,0,0,0,0,1,43,"28.4050° N, 77.0963° E",28.405,77.0963
flat,godrej,sector 79,1.35,8970.0,3,3,2,7.0,Relatively New,1362.0,0,0,0,0,0,1,118,"28.3624° N, 76.9787° E",28.3624,76.9787
house,independent,sector 25,8.0,8000.0,3,9,2,3.0,New Property,11111.0,0,0,0,0,0,1,0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,ild grand,sector 37c,1.2,6593.0,3,3,3,7.0,Relatively New,1647.0,0,0,0,0,0,1,24,"28.4515° N, 77.9882° E",28.4515,77.9882
flat,sbr apartment,manesar,0.68,4456.0,3,3,3,2.0,Moderately Old,1526.0,0,0,0,0,0,1,0,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,godrej aria,sector 79,1.95,8519.0,3,4,3+,10.0,New Property,1659.0,0,1,0,0,0,1,32,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,mapsko mount ville,sector 79,1.4,9395.0,3,3,3,2.0,New Property,1656.0,0,0,0,0,0,0,112,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,orris carnation residency,sector 85,0.9,4531.0,4,4,3,8.0,Moderately Old,1575.0,0,0,0,0,0,0,40,"28.4042° N, 77.9513° E",28.4042,77.9513
house,independent,sector 109,1.55,6567.0,3,2,0,1.0,Relatively New,2360.0,0,0,0,0,0,1,0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 43,6.5,35403.0,5,4,3+,3.0,Moderately Old,1836.0,0,1,0,1,0,0,54,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,ats kocoon,sector 109,2.2,10023.0,3,4,3,8.0,Relatively New,1860.0,0,1,0,0,0,1,156,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,vatika gurgaon,sector 83,1.19,7437.0,3,3,2,10.0,Relatively New,1778.0,0,1,0,0,0,0,35,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,m3m skywalk,sector 74,2.45,12140.0,3,3,3+,25.0,Relatively New,1800.0,1,0,0,0,0,1,137,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,2.0,Old Property,2556.0,1,0,1,1,0,2,71,"28.4711° N, 77.0454° E",28.4711,77.0454
house,emaar mgf marbella,sector 66,9.01,16066.0,4,4,3+,3.0,Relatively New,5574.7,0,1,1,0,0,1,122,"28.3925° N, 77.0541° E",28.3925,77.0541
house,unitech aspen greens,sector 50,7.0,32407.0,4,4,2,2.0,Old Property,2160.0,0,1,0,0,0,1,29,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sobha city,sector 108,2.95,14727.0,3,4,2,12.0,Relatively New,2003.0,0,0,0,0,0,1,49,"28.5134° N, 77.9830° E",28.5134,77.983
flat,raheja sampada,sector 92,0.9,6569.0,3,2,3,11.0,Relatively New,1240.0,0,0,0,0,0,1,88,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,9.0,Relatively New,1584.0,0,0,0,0,0,1,95,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sidhartha ncr one phase,sector 95,0.55,4867.0,2,2,2,14.0,New Property,1256.0,1,0,0,0,0,1,90,"28.4172° N, 77.9081° E",28.4172,77.9081
flat,mapsko mount ville,sector 79,1.5,8264.0,3,4,3+,11.0,Relatively New,1416.0,0,1,0,0,0,0,144,"28.3624° N, 76.9787° E",28.3624,76.9787
house,independent,sector 25,7.6,38756.0,2,9,3,4.0,Relatively New,1961.0,1,0,1,1,0,0,84,"28.4844° N, 77.0860° E",28.4844,77.086
flat,assotech blith,sector 99,1.9,6702.0,4,4,3+,2.0,New Property,2835.0,0,0,0,0,0,1,51,"28.4640° N, 77.9614° E",28.464,77.9614
house,international city by sobha phase 2,sector 109,9.5,26389.0,7,6,3,3.0,Relatively New,3600.0,1,1,0,1,0,1,138,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,tata primanti,sector 72,3.5,11428.0,4,5,3+,16.0,Relatively New,2625.0,0,1,0,0,1,1,31,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,pioneer araya,sector 62,7.56,18000.0,4,4,3+,23.0,Relatively New,4200.0,0,1,0,1,0,0,87,"28.4139° N, 77.0886° E",28.4139,77.0886
