property_type,society,sector,price,price_per_sqrt,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,tulip violet,sector 69,1.36,8841.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf new town heights,sector 90,1.25,6476.0,3,3,3+,17.0,Relatively New,1700.0,0,1,0,1,0,1,65,"28.4085° N, 77.9369° E",28.4085,77.9369
flat,bestech altura,sector 79,2.69,12500.0,3,4,3+,3.0,New Property,2152.0,0,1,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,imperia the esfera,sector 37c,0.98,5399.0,3,4,3,9.0,Relatively New,1660.0,0,1,0,0,1,1,49,"28.4515° N, 77.9882° E",28.4515,77.9882
house,independent,sector 40,2.15,23889.0,3,3,3,3.0,Moderately Old,900.0,1,0,1,1,0,1,45,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,tulip violet,sector 69,1.72,8730.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,godrej summit,sector 104,1.35,5000.0,4,5,3+,0.0,Relatively New,3000.0,1,1,1,1,0,1,112,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ireo skyon,sector 60,3.0,12484.0,3,3,3,5.0,Relatively New,2400.0,0,1,0,0,0,0,174,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,ramsons kshitij,sector 95,0.29,5178.0,2,2,2,14.0,Relatively New,507.0,0,0,0,0,0,1,50,"28.4172° N, 77.9081° E",28.4172,77.9081
flat,experion windchants,sector 112,6.5,10416.0,4,5,3,11.0,Relatively New,4800.0,0,0,0,0,0,1,55,"28.5282° N, 77.0176° E",28.5282,77.0176
flat,ansal api esencia,sector 67,1.0,6435.0,3,3,3+,2.0,Moderately Old,1406.0,0,0,0,0,0,1,9,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,orchid petals,sector 49,4.52,10984.0,5,5,3+,14.0,Moderately Old,3724.0,1,1,0,1,0,1,49,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,12.0,Relatively New,1484.0,0,0,0,0,0,0,157,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,paras dews,sector 106,1.2,11605.0,3,3,3,12.0,Relatively New,1145.0,1,0,0,0,0,1,158,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,umang winter hills,sector 77,1.4,6340.0,3,3,3,10.0,Relatively New,1735.0,0,0,0,0,0,1,28,"28.3901° N, 77.9845° E",28.3901,77.9845
flat,ansal harmony homes,sector 57,1.12,10666.0,2,2,1,0.0,Old Property,950.0,0,0,0,0,0,1,72,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,ireo the corridors,sector 67a,1.4,9433.0,2,2,2,8.0,Relatively New,1149.0,1,0,0,0,1,1,90,"28.3802° N, 77.0674° E",28.3802,77.0674
flat,pareena mi casa,sector 68,1.7,8504.0,4,4,3,2.0,New Property,1809.0,0,0,0,0,0,1,47,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,orris carnation residency,sector 85,0.55,5788.0,2,2,2,5.0,Relatively New,1050.0,0,0,0,0,1,1,174,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,lotus homz,sector 111,0.6,8450.0,2,2,3,9.0,New Property,789.0,0,0,0,0,0,1,52,"28.5238° N, 77.0320° E",28.5238,77.032
flat,ats marigold,sector 89,1.5,8500.0,3,3,3,5.0,Under Construction,1480.0,0,0,0,0,0,1,96,"28.4253° N, 76.9439° E",28.4253,76.9439
house,international city by sobha phase 2,sector 109,6.2,25514.0,5,5,2,2.0,Relatively New,2430.0,0,1,0,0,0,1,135,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,city shri ram apartments 1,sector 110,0.22,3666.0,2,1,1,1.0,Relatively New,543.0,0,0,0,0,0,1,0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,vipul lavanya,sector 81,1.0,8000.0,2,2,2,7.0,Relatively New,1131.0,0,0,0,0,0,1,31,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,avl 36 gurgaon,sector 36a,0.4,10204.0,1,1,1,4.0,Relatively New,436.0,0,0,0,0,0,1,35,"28.4147° N, 76.9780° E",28.4147,76.978
house,dlf alameda,sector 73,17.0,35109.0,5,8,3,3.0,Relatively New,9000.0,1,1,1,1,0,2,87,"28.4072° N, 77.0118° E",28.4072,77.0118
flat,palam vihar society,sector 2,0.4,8602.0,1,1,1,5.0,Moderately Old,450.0,0,0,0,0,0,0,39,"28.5095° N, 77.0320° E",28.5095,77.032
flat,vatika gurgaon,sector 83,0.75,6024.0,2,2,2,19.0,Relatively New,1150.0,0,0,0,0,1,0,105,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,ansal heights 86,sector 86,0.82,6029.0,2,2,1,12.0,New Property,1300.0,0,0,0,0,0,1,49,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,signature global park 4,sector 36,1.0,9900.0,3,2,3,2.0,New Property,1122.0,0,0,0,0,0,1,128,"28.4160° N, 77.9914° E",28.416,77.9914
flat,ats triumph,sector 104,2.63,9563.0,4,4,3+,21.0,Relatively New,2953.0,0,1,0,0,0,0,161,"28.4788° N, 76.9960° E",28.4788,76.996
flat,central park flower valley aqua front towers,sector 33,1.7,9449.0,3,3,3+,5.0,New Property,1697.0,0,0,0,0,0,0,44,"28.4420° N, 77.0207° E",28.442,77.0207
house,independent,sector 7,1.15,8518.0,5,3,2,2.0,Old Property,1350.0,0,0,0,1,0,1,15,"28.4644° N, 77.0143° E",28.4644,77.0143
house,godrej meridien,sector 106,5.6,14000.0,5,4,3+,33.0,New Property,4000.0,1,1,1,1,0,1,151,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,3,3,3,4.0,New Property,2700.0,0,0,0,0,1,1,41,"28.3971° N, 77.0867° E",28.3971,77.0867
house,sushant lok 1 builder floors,sector 43,1.65,3395.0,4,4,3+,4.0,Moderately Old,540.0,0,0,0,0,1,2,49,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,ardee city,sector 52,1.55,7381.0,4,4,3,1.0,Moderately Old,2100.0,0,0,0,0,0,1,0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,lavanya apartments,sector 81,0.9,5056.0,3,3,0,7.0,Relatively New,1780.0,0,0,0,0,0,1,0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,dlf the arbour,sector 63,8.5,21519.0,4,4,3+,27.0,New Property,3950.0,0,0,0,0,0,1,61,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,godrej nature plus,sector 33,1.9,9849.0,3,3,3+,14.0,New Property,2143.0,0,1,0,0,0,1,96,"28.4420° N, 77.0207° E",28.442,77.0207
flat,paras dews,sector 106,0.88,6353.0,2,2,3+,3.0,Relatively New,1120.0,0,0,0,0,0,1,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,bptp terra,sector 37d,1.6,7302.0,4,3,3+,7.0,Relatively New,2000.0,0,0,0,0,1,0,139,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,tulip violet,sector 69,1.38,8966.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,1,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,experion the heartsong,sector 108,1.55,7738.0,3,3,3+,7.0,Relatively New,1750.0,0,1,0,1,0,0,174,"28.5134° N, 77.9830° E",28.5134,77.983
house,international city by sobha phase 1,sector 109,6.75,10838.0,4,4,3+,2.0,New Property,6228.0,0,1,0,1,0,1,130,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,signature andour heights,sector 71,0.6,10000.0,2,2,1,5.0,Relatively New,557.0,0,0,0,1,0,1,59,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,puri diplomatic greens,sector 111,3.65,12372.0,4,5,3+,17.0,Moderately Old,2670.0,0,1,0,0,0,1,132,"28.5238° N, 77.0320° E",28.5238,77.032
house,vipul tatvam villa,sector 48,7.25,22377.0,4,4,3,2.0,Relatively New,3240.0,1,1,1,1,0,0,103,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10041.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,1,108,"28.4750° N, 77.9715° E",28.475,77.9715
flat,sobha city,sector 108,2.45,14040.0,3,3,3,15.0,Relatively New,1460.0,0,0,0,0,0,1,49,"28.5134° N, 77.9830° E",28.5134,77.983
flat,elevate,sector 50,6.75,19882.0,4,4,0,10.0,Moderately Old,3395.0,0,0,0,0,0,1,0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ansal maple crescent,sector 43,1.35,10037.0,3,3,3,2.0,Old Property,1320.0,0,0,0,0,1,0,93,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,tata primanti,sector 72,3.2,12190.0,4,4,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,0,168,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,dlf the ultima,sector 81,2.26,10761.0,3,4,3+,17.0,New Property,1900.0,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 25,10.0,37037.0,5,6,3,3.0,Old Property,2700.0,0,1,1,0,0,0,64,"28.4844° N, 77.0860° E",28.4844,77.086
house,independent,sector 5,3.75,11029.0,5,5,3+,3.0,Old Property,3400.0,0,0,0,0,0,1,0,"28.4794° N, 77.0176° E",28.4794,77.0176
flat,vipul belmonte,sector 53,6.5,21922.0,3,4,3+,0.0,Old Property,2683.0,1,0,0,0,1,1,72,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,shapoorji pallonji joyville gurugram,sector 102,0.96,10491.0,2,2,2,10.0,Relatively New,828.0,0,0,0,0,0,1,132,"28.4750° N, 77.9715° E",28.475,77.9715
flat,smartworld 1dxp,sector 113,2.75,10589.0,4,4,3+,20.0,New Property,2886.0,1,1,0,1,0,2,57,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2,2,2,9.0,New Property,733.0,0,0,0,0,0,1,60,"28.4640° N, 77.9614° E",28.464,77.9614
flat,bestech park view grand spa,sector 81,2.29,8609.0,3,4,3+,10.0,Relatively New,2315.0,1,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 36,0.75,6938.0,3,1,0,1.0,New Property,1081.0,0,0,0,0,0,1,0,"28.4160° N, 77.9914° E",28.416,77.9914
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,1,47,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ss the leaf,sector 85,2.13,7574.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,1,49,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,tarc maceo,sector 91,0.87,6641.0,2,2,2,9.0,Relatively New,1148.0,0,0,1,0,0,1,78,"28.4014° N, 77.9225° E",28.4014,77.9225
flat,signature global park 4,sector 36,0.85,11333.0,3,2,3,1.0,New Property,833.0,0,0,0,0,0,1,33,"28.4160° N, 77.9914° E",28.416,77.9914
flat,sunischit apartments,sector 54,1.75,7954.0,3,4,3+,5.0,Moderately Old,1900.0,0,1,0,0,0,0,83,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,ambience creacions,sector 22,2.55,13709.0,3,3,3,8.0,Relatively New,1860.0,0,0,0,0,1,2,125,"28.5072° N, 77.0640° E",28.5072,77.064
house,unitech uniworld resorts,sector 33,9.55,19293.0,6,7,3+,2.0,Relatively New,4950.0,1,1,1,1,0,0,126,"28.4420° N, 77.0207° E",28.442,77.0207
flat,godrej oasis,sector 88a,2.65,16747.0,3,3,3+,10.0,New Property,1582.0,0,0,0,0,0,1,110,"28.4347° N, 77.9557° E",28.4347,77.9557
flat,sbtl caladium,sector 109,1.2,6382.0,3,2,2,8.0,Relatively New,1701.0,0,0,0,0,0,1,151,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,puri emerald bay,sector 104,2.55,10408.0,4,4,3+,5.0,Relatively New,2303.0,0,1,0,0,0,1,49,"28.4788° N, 76.9960° E",28.4788,76.996
flat,millenia,sector 37c,0.4,6666.0,2,2,2,4.0,New Property,667.0,0,0,0,0,0,1,29,"28.4515° N, 77.9882° E",28.4515,77.9882
house,independent,sector 28,12.0,42194.0,4,5,3+,4.0,Relatively New,2844.0,0,1,1,1,0,0,60,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2,2,3,10.0,New Property,1100.0,0,0,0,0,1,1,38,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,the close north,sector 50,2.97,11401.0,3,3,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,0,174,"28.4178° N, 77.0628° E",28.4178,77.0628
house,vatika india next,sector 82,6.8,20988.0,4,4,3+,3.0,Relatively New,3240.0,0,1,0,0,0,2,110,"28.3935° N, 76.9600° E",28.3935,76.96
flat,ireo victory valley,sector 67,3.49,13000.0,3,3,3,19.0,Relatively New,2724.0,0,1,0,0,0,1,103,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,vatika city,sector 49,1.85,10578.0,3,3,1,7.0,Moderately Old,1471.12,0,0,1,1,0,1,158,"28.4121° N, 77.0480° E",28.4121,77.048
flat,afnhb jalvayu vihar,sector 30,0.69,7272.0,2,2,1,3.0,Old Property,896.0,0,0,0,0,0,1,65,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,sare green parc phase 3,sector 92,0.75,7142.0,3,2,2,3.0,New Property,1298.0,0,0,0,0,0,1,121,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,assotech blith,sector 99,1.6,6667.0,3,4,0,15.0,New Property,2400.0,0,0,0,0,0,1,51,"28.4640° N, 77.9614° E",28.464,77.9614
flat,adani aangan arcade,sector 89,0.5,7763.0,2,2,1,4.0,Relatively New,672.0,0,0,0,0,0,2,69,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,emaar palm gardens,sector 83,1.3,11868.0,3,3,3,16.0,Relatively New,1387.0,0,1,0,0,0,0,174,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,sare homes,sector 92,1.1,5347.0,4,4,3,4.0,Relatively New,2286.0,0,1,0,0,0,1,108,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,dlf new town heights,sector 90,1.95,7150.0,4,4,3+,24.0,Relatively New,2456.0,0,1,1,0,0,1,174,"28.4085° N, 77.9369° E",28.4085,77.9369
flat,supertech araville,sector 79,0.71,5522.0,2,2,0,9.0,Under Construction,1295.0,0,0,0,0,0,1,0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip violet,sector 69,1.68,8348.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,1,0,1,102,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,smart world gems,sector 89,0.85,7706.0,2,2,2,2.0,New Property,1226.0,1,0,0,0,0,1,45,"28.4253° N, 76.9439° E",28.4253,76.9439
house,independent,sector 105,0.6,13333.0,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0,1,0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Relatively New,2367.0,0,0,0,1,0,0,66,"28.4498° N, 77.0567° E",28.4498,77.0567
house,bptp astaire gardens,sector 70a,1.04,7172.0,3,3,3+,2.0,Relatively New,1611.0,0,0,0,0,1,0,145,"28.3845° N, 77.0226° E",28.3845,77.0226
flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26.0,Relatively New,1508.0,0,0,0,0,0,0,158,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,signature global city,sector 37d,1.25,6082.0,3,3,3,4.0,Relatively New,2283.0,0,0,0,0,0,1,16,"28.4478° N, 77.9703° E",28.4478,77.9703
flat,vatika gurgaon,sector 83,0.84,6746.0,2,2,2,7.0,Moderately Old,1127.0,0,0,0,0,0,0,157,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,sare crescent parc,sector 92,0.8,4210.0,4,3,2,10.0,Relatively New,1719.0,0,0,0,0,1,1,37,"28.4079° N, 77.9153° E",28.4079,77.9153
flat,avl 36 gurgaon,sector 36a,0.5,8333.0,1,1,1,5.0,Relatively New,600.0,0,0,0,0,0,1,0,"28.4147° N, 76.9780° E",28.4147,76.978
flat,la vida by tata housing,sector 113,2.33,12533.0,3,3,3,3.0,New Property,2098.0,0,1,0,0,0,1,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,bestech park view grand spa,sector 81,2.3,8646.0,3,4,3+,7.0,Relatively New,2280.0,0,1,0,0,0,0,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ireo victory valley,sector 67,3.5,14583.0,3,4,3,24.0,Relatively New,2490.0,0,1,0,1,0,0,149,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,pyramid urban,sector 67a,0.6,8571.0,2,2,2,14.0,New Property,633.0,0,0,0,0,0,1,15,"28.3802° N, 77.0674° E",28.3802,77.0674
house,adani brahma samsara,sector 60,18.02,28200.0,9,12,3+,3.0,Relatively New,6390.0,0,1,0,0,0,0,146,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,mapsko mount ville,sector 79,1.85,9641.0,3,4,3,21.0,New Property,1643.0,0,1,0,1,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sobha city,sector 108,2.9,14478.0,3,4,2,11.0,Relatively New,2003.0,0,0,0,0,0,1,108,"28.5134° N, 77.9830° E",28.5134,77.983
flat,ss the leaf,sector 85,1.12,6453.0,2,2,3,10.0,Relatively New,1485.0,0,0,0,0,1,1,49,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,conscient elevate,sector 59,4.02,17500.0,3,3,1,3.0,Under Construction,2550.0,0,0,0,0,0,1,31,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,ansal heights 86,sector 86,0.78,5735.0,2,2,1,8.0,New Property,1231.0,0,0,0,0,0,1,67,"28.3986° N, 77.9384° E",28.3986,77.9384
flat,emaar palm gardens,sector 83,1.8,12000.0,3,4,3+,6.0,Relatively New,1667.0,0,1,0,0,0,0,96,"28.3986° N, 77.9647° E",28.3986,77.9647
flat,indiabulls centrum park,sector 103,1.34,7486.0,3,3,3+,13.0,Relatively New,1560.0,1,0,0,0,0,1,93,"28.4949° N, 77.9845° E",28.4949,77.9845
flat,m3m ikonic,sector 68,1.8,9230.0,3,3,3+,18.0,Relatively New,1845.0,0,0,0,0,0,0,126,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,bestech park view grand spa,sector 81,4.7,6786.0,4,4,3+,19.0,Relatively New,6268.0,0,1,0,0,0,0,140,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 23,2.7,18620.0,5,5,2,3.0,Old Property,1450.0,0,0,0,0,0,0,17,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,bestech park view grand spa,sector 81,3.3,12222.0,4,5,3+,4.0,Relatively New,3070.0,1,1,0,0,0,0,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,assotech blith,sector 99,0.82,6007.0,2,2,3,0.0,New Property,1365.0,0,0,0,0,0,1,51,"28.4640° N, 77.9614° E",28.464,77.9614
flat,orris aster court premier,sector 85,1.2,5660.0,3,4,2,6.0,Relatively New,1650.0,0,1,0,0,0,1,28,"28.4042° N, 77.9513° E",28.4042,77.9513
house,independent,sector 22,4.75,20068.0,7,5,3+,3.0,Old Property,2367.0,0,0,0,1,1,0,49,"28.5072° N, 77.0640° E",28.5072,77.064
flat,ss the leaf,sector 85,1.04,8320.0,2,2,3,17.0,New Property,1550.0,0,0,0,0,1,1,145,"28.4042° N, 77.9513° E",28.4042,77.9513
flat,emaar gurgaon greens,sector 102,1.52,9212.0,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,0,137,"28.4750° N, 77.9715° E",28.475,77.9715
flat,dlf express greens,manesar,1.5,6358.0,4,5,3+,10.0,New Property,2135.0,0,1,0,0,0,1,32,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,umang monsoon breeze,sector 78,0.69,5390.0,2,2,2,11.0,Moderately Old,1422.0,0,0,0,0,0,1,60,"28.3733° N, 77.9729° E",28.3733,77.9729
flat,smart world orchard,sector 61,1.9,22700.0,3,3,3,1.0,New Property,1137.0,0,0,0,0,0,1,30,"28.4050° N, 77.0963° E",28.405,77.0963
house,independent,sector 105,1.2,10122.0,3,2,1,2.0,Old Property,1185.51,0,0,0,0,0,1,9,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,ramsons kshitij,sector 95,0.3,3158.0,2,2,1,11.0,New Property,950.0,0,0,0,0,0,1,0,"28.4172° N, 77.9081° E",28.4172,77.9081
flat,the close north,sector 50,2.35,11227.0,3,3,3,8.0,Moderately Old,2000.0,0,0,1,0,0,0,149,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,mahindra aura,sector 110,1.4,9655.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,0,142,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,antriksh heights,sector 84,0.9,6206.0,3,3,3+,12.0,Relatively New,1525.0,0,0,0,0,0,1,166,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,indiabulls centrum park,sector 103,1.2,8432.0,2,2,3,3.0,Moderately Old,1288.0,0,0,0,0,0,1,26,"28.4949° N, 77.9845° E",28.4949,77.9845
flat,dlf the arbour,sector 63,7.52,19000.0,4,4,3,15.0,New Property,3956.0,0,0,0,0,0,1,61,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,ireo skyon,sector 60,2.12,15531.0,2,2,2,2.0,Relatively New,1350.0,0,0,0,1,0,0,174,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,microtek greenburg,sector 86,1.25,8445.0,3,4,3,0.0,Relatively New,1339.0,1,0,0,0,0,1,49,"28.3986° N, 77.9384° E",28.3986,77.9384
house,nul,sector 25,15.0,23437.0,5,5,3,2.0,Moderately Old,6400.0,1,1,0,1,0,0,112,"28.4844° N, 77.0860° E",28.4844,77.086
flat,lig flat,sector 40,1.5,5556.0,1,1,0,0.0,Moderately Old,300.0,0,0,0,0,0,1,0,"28.4498° N, 77.0567° E",28.4498,77.0567
house,independent,sector 105,1.3,11556.0,3,3,1,1.0,Moderately Old,1125.0,0,0,0,0,0,1,0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,vatika sovereign park,sector 99,3.25,9672.0,4,4,3+,2.0,New Property,3041.0,0,1,0,0,0,1,123,"28.4640° N, 77.9614° E",28.464,77.9614
flat,kiran residency,sector 56,1.55,7750.0,3,3,3,5.0,Old Property,1810.0,0,1,0,0,0,0,52,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,parsvnath green ville,sector 48,1.6,8376.0,3,3,3+,8.0,Old Property,1895.0,0,0,0,0,1,0,49,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 28,8.4,34568.0,4,4,3+,2.0,Relatively New,2430.0,0,1,1,1,0,0,139,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,cghs airport apartment,sector 47,1.65,7857.0,3,3,3,1.0,Old Property,1906.0,0,0,0,0,1,0,136,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,the lions cghs,sector 56,2.05,8541.0,4,4,3+,8.0,Moderately Old,2667.0,0,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,rose apartment,sector 28,3.0,10482.0,3,5,3+,8.0,Old Property,2590.0,0,0,0,0,0,1,0,"28.4728° N, 77.0865° E",28.4728,77.0865
house,4s aradhya homes,sector 67a,1.83,6778.0,4,4,2,4.0,New Property,2700.0,0,0,0,1,0,0,145,"28.3802° N, 77.0674° E",28.3802,77.0674
flat,conscient elevate,sector 59,3.9,16993.0,3,1,0,0.0,Under Construction,2295.0,0,0,0,0,0,1,0,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,signature global solera,sector 107,0.25,7862.0,1,1,0,0.0,Relatively New,318.0,0,0,0,0,0,1,55,"28.5052° N, 76.9729° E",28.5052,76.9729
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2,2,0,2.0,Relatively New,450.0,0,0,0,0,0,1,0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,dlf ridgewood estate,sector 28,2.0,14598.0,3,3,1,12.0,Old Property,1240.0,0,0,0,0,0,0,96,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,tarc maceo,sector 91,1.75,11121.0,4,3,3+,8.0,Relatively New,2107.0,1,1,1,1,0,1,128,"28.4014° N, 77.9225° E",28.4014,77.9225
flat,smriti apartment,sector 56,0.6,10000.0,1,1,1,2.0,Moderately Old,543.0,0,0,0,0,0,1,49,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 56,2.99,20635.0,4,4,2,2.0,Moderately Old,1449.0,1,1,0,1,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,pioneer park,sector 61,2.0,11764.0,3,3,3,24.0,Moderately Old,1538.0,0,0,0,0,0,0,75,"28.4050° N, 77.0963° E",28.405,77.0963
house,independent,sector 3,0.9,8928.0,3,1,0,1.0,Old Property,1008.0,0,0,0,0,0,1,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,central park flower valley,sector 33,1.79,11251.0,3,3,3,3.0,Old Property,1619.0,0,0,0,0,0,1,71,"28.4420° N, 77.0207° E",28.442,77.0207
flat,tata gurgaon gateway,sector 113,6.0,9139.0,5,6,3+,24.0,Moderately Old,7294.0,0,0,0,0,0,1,117,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3,3,3,6.0,Relatively New,1833.0,0,1,0,0,0,1,28,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,ats tourmaline,sector 109,2.3,8897.0,3,4,3+,10.0,New Property,2339.0,0,1,0,0,1,1,74,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,zara aavaas,sector 104,0.22,7302.0,1,2,2,2.0,New Property,335.0,0,0,0,0,0,1,60,"28.4788° N, 76.9960° E",28.4788,76.996
flat,dlf new town heights,sector 86,1.25,6476.0,3,4,3+,2.0,Relatively New,1747.0,0,1,0,1,0,1,65,"28.3986° N, 77.9384° E",28.3986,77.9384
house,dlf city plots phase 2,sector 25,6.5,33592.0,3,9,3+,3.0,Old Property,1935.0,1,1,1,1,0,0,142,"28.4844° N, 77.0860° E",28.4844,77.086
flat,ss the leaf,sector 85,2.2,11178.0,4,5,3+,4.0,Relatively New,2390.0,0,1,0,1,0,1,174,"28.4042° N, 77.9513° E",28.4042,77.9513
house,vipul tatvam villa,sector 48,7.25,27971.0,3,4,2,2.0,Moderately Old,2592.0,1,1,1,1,0,0,115,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,tulip violet,sector 69,1.4,8861.0,3,3,2,2.0,Relatively New,1428.0,0,0,0,1,0,1,102,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,deepak minda,manesar,1.2,4528.0,3,3,3+,6.0,Moderately Old,2944.0,0,1,0,0,0,1,7,"28.3515° N, 76.9428° E",28.3515,76.9428
house,ansals florence villa,sector 57,3.3,19820.0,4,3,3+,2.0,Moderately Old,1665.0,1,1,1,1,0,1,151,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,experion windchants,sector 112,3.75,13383.0,3,5,3+,22.0,Relatively New,2536.0,0,1,0,0,0,0,49,"28.5282° N, 77.0176° E",28.5282,77.0176
